,Parking,Positions,,,,,,,20F,or,40F,Front,Pose,,,,,,,20F,Rear,Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TB2_00_13,316.5601,-107.512,1.268888501,103.7923464,365641.1199,140281.8944,,316.5601,-110.352,1.268866446,103.7923334,365639.6637,140279.4567,,316.5601,-116.948,1.268815222,103.792303,365636.2816,140273.7952,,316.5601,-111.876,1.268854611,103.7923263,365638.8823,140278.1487
TB2_00_14,316.5601,-114.071,1.268837565,103.7923162,365637.7568,140276.2646,,316.5601,-116.911,1.268815509,103.7923032,365636.3005,140273.827,,316.5601,-123.507,1.268764285,103.7922728,365632.9184,140268.1654,,316.5601,-118.435,1.268803674,103.7922961,365635.5191,140272.5189
TB2_00_15,316.5601,-120.593,1.268786915,103.7922862,365634.4126,140270.6666,,316.5601,-123.433,1.26876486,103.7922731,365632.9563,140268.229,,316.5601,-130.029,1.268713636,103.7922427,365629.5742,140262.5674,,316.5601,-124.957,1.268753025,103.7922661,365632.1749,140266.9209
TB2_00_16,316.5601,-127.152,1.268735978,103.792256,365631.0494,140265.0368,,316.5601,-129.992,1.268713923,103.7922429,365629.5931,140262.5992,,316.5601,-136.588,1.268662699,103.7922125,365626.211,140256.9377,,316.5601,-131.516,1.268702088,103.7922359,365628.8117,140261.2911
TB2_00_17,316.5601,-133.682,1.268685267,103.7922259,365627.7011,140259.432,,316.5601,-136.522,1.268663211,103.7922129,365626.2448,140256.9943,,316.5601,-143.118,1.268611987,103.7921825,365622.8627,140251.3328,,316.5601,-138.046,1.268651376,103.7922058,365625.4634,140255.6862
TB2_00_18,316.5601,-140.241,1.26863433,103.7921957,365624.3379,140253.8022,,316.5601,-143.081,1.268612274,103.7921827,365622.8817,140251.3645,,316.5601,-149.677,1.26856105,103.7921523,365619.4995,140245.703,,316.5601,-144.605,1.268600439,103.7921756,365622.1002,140250.0564
TB2_00_19,316.5601,-146.798,1.268583408,103.7921655,365620.9757,140248.1741,,316.5601,-149.638,1.268561353,103.7921525,365619.5195,140245.7365,,316.5601,-156.234,1.268510129,103.7921221,365616.1374,140240.075,,316.5601,-151.162,1.268549518,103.7921454,365618.7381,140244.4284
TB2_00_20,316.5601,-153.357,1.268532472,103.7921353,365617.6126,140242.5444,,316.5601,-156.197,1.268510416,103.7921223,365616.1563,140240.1067,,316.5601,-162.793,1.268459192,103.7920919,365612.7742,140234.4452,,316.5601,-157.721,1.268498581,103.7921152,365615.3749,140238.7986
TB2_00_21,316.5601,-159.887,1.26848176,103.7921053,365614.2643,140236.9395,,316.5601,-162.727,1.268459705,103.7920922,365612.808,140234.5018,,316.5601,-169.323,1.26840848,103.7920618,365609.4259,140228.8403,,316.5601,-164.251,1.268447869,103.7920852,365612.0266,140233.1937
TB2_00_22,316.5601,-166.446,1.268430823,103.7920751,365610.9011,140231.3097,,316.5601,-169.286,1.268408768,103.792062,365609.4449,140228.8721,,316.5601,-175.882,1.268357544,103.7920316,365606.0627,140223.2105,,316.5601,-170.81,1.268396932,103.792055,365608.6634,140227.564
TB2_00_23,316.5601,-172.968,1.268380174,103.792045,365607.5569,140225.7117,,316.5601,-175.808,1.268358118,103.792032,365606.1006,140223.2741,,316.5601,-182.404,1.268306894,103.7920016,365602.7185,140217.6125,,316.5601,-177.332,1.268346283,103.7920249,365605.3192,140221.966
TB2_00_24,316.5601,-179.527,1.268329237,103.7920148,365604.1937,140220.0819,,316.5601,-182.367,1.268307181,103.7920018,365602.7375,140217.6443,,316.5601,-188.963,1.268255957,103.7919714,365599.3553,140211.9827,,316.5601,-183.891,1.268295346,103.7919947,365601.956,140216.3362
TB2_00_25,316.5601,-186.057,1.268278525,103.7919848,365600.8454,140214.4771,,316.5601,-188.897,1.26825647,103.7919717,365599.3892,140212.0394,,316.5601,-195.493,1.268205246,103.7919413,365596.007,140206.3779,,316.5601,-190.421,1.268244634,103.7919647,365598.6077,140210.7313
TB2_00_26,316.5601,-192.616,1.268227588,103.7919546,365597.4822,140208.8473,,316.5601,-195.456,1.268205533,103.7919415,365596.026,140206.4096,,316.5601,-202.052,1.268154309,103.7919111,365592.6438,140200.7481,,316.5601,-196.98,1.268193698,103.7919345,365595.2445,140205.1015
TB2_00_27,316.5601,-199.171,1.268176682,103.7919244,365594.1211,140203.2209,,316.5601,-202.011,1.268154627,103.7919113,365592.6649,140200.7833,,316.5601,-208.607,1.268103403,103.7918809,365589.2827,140195.1218,,316.5601,-203.535,1.268142792,103.7919043,365591.8834,140199.4752
TB2_00_28,316.5601,-205.73,1.268125746,103.7918942,365590.7579,140197.5912,,316.5601,-208.57,1.26810369,103.7918811,365589.3017,140195.1535,,316.5601,-215.166,1.268052466,103.7918507,365585.9195,140189.492,,316.5601,-210.094,1.268091855,103.7918741,365588.5202,140193.8454
TB2_00_29,316.5601,-212.26,1.268075034,103.7918641,365587.4096,140191.9863,,316.5601,-215.1,1.268052979,103.791851,365585.9534,140189.5486,,316.5601,-221.696,1.268001754,103.7918207,365582.5712,140183.8871,,316.5601,-216.624,1.268041143,103.791844,365585.1719,140188.2405
TB2_00_30,316.5601,-218.819,1.268024097,103.7918339,365584.0464,140186.3565,,316.5601,-221.659,1.268002042,103.7918208,365582.5902,140183.9189,,316.5601,-228.255,1.267950818,103.7917905,365579.2081,140178.2573,,316.5601,-223.183,1.267990206,103.7918138,365581.8088,140182.6108
TB2_00_31,316.5601,-225.341,1.267973447,103.7918039,365580.7022,140180.7585,,316.5601,-228.181,1.267951392,103.7917908,365579.246,140178.3209,,316.5601,-234.777,1.267900168,103.7917604,365575.8639,140172.6593,,316.5601,-229.705,1.267939557,103.7917838,365578.4646,140177.0128
TB2_00_32,316.5601,-231.9,1.267922511,103.7917737,365577.3391,140175.1287,,316.5601,-234.74,1.267900455,103.7917606,365575.8828,140172.6911,,316.5601,-241.336,1.267849231,103.7917302,365572.5007,140167.0295,,316.5601,-236.264,1.26788862,103.7917536,365575.1014,140171.383
TB2_00_33,316.5601,-238.43,1.267871799,103.7917436,365573.9907,140169.5238,,316.5601,-241.27,1.267849744,103.7917305,365572.5345,140167.0862,,316.5601,-247.866,1.267798519,103.7917002,365569.1524,140161.4247,,316.5601,-242.794,1.267837908,103.7917235,365571.7531,140165.7781
TB2_00_34,316.5601,-244.989,1.267820862,103.7917134,365570.6276,140163.8941,,316.5601,-247.829,1.267798807,103.7917003,365569.1713,140161.4564,,316.5601,-254.425,1.267747583,103.79167,365565.7892,140155.7949,,316.5601,-249.353,1.267786972,103.7916933,365568.3899,140160.1483
TB2_00_35,316.5601,-251.547,1.267769933,103.7916832,365567.2649,140158.2652,,316.5601,-254.387,1.267747878,103.7916701,365565.8087,140155.8275,,316.5601,-260.983,1.267696654,103.7916398,365562.4265,140150.166,,316.5601,-255.911,1.267736042,103.7916631,365565.0272,140154.5194
TB2_00_36,316.5601,-258.077,1.267719221,103.7916532,365563.9166,140152.6603,,316.5601,-260.917,1.267697166,103.7916401,365562.4604,140150.2226,,316.5601,-267.513,1.267645942,103.7916097,365559.0782,140144.5611,,316.5601,-262.441,1.267685331,103.7916331,365561.6789,140148.9145
TB2_00_37,316.5601,-264.636,1.267668284,103.7916229,365560.5534,140147.0305,,316.5601,-267.476,1.267646229,103.7916099,365559.0972,140144.5929,,316.5601,-274.072,1.267595005,103.7915795,365555.7151,140138.9313,,316.5601,-269,1.267634394,103.7916029,365558.3158,140143.2848
TB2_00_38,316.5601,-271.45,1.267615367,103.7915916,365557.0595,140141.1819,,316.5601,-274.29,1.267593312,103.7915785,365555.6033,140138.7442,,316.5601,-280.886,1.267542088,103.7915481,365552.2211,140133.0827,,316.5601,-275.814,1.267581477,103.7915715,365554.8218,140137.4361
TB2_00_39,316.5601,-277.3,1.267569937,103.7915646,365554.0599,140136.1606,,316.5601,-280.14,1.267547881,103.7915516,365552.6036,140133.723,,316.5601,-286.736,1.267496657,103.7915212,365549.2215,140128.0615,,316.5601,-281.664,1.267536046,103.7915445,365551.8222,140132.4149
TB2_11_1,276.22,-29.04,1.269684863,103.7923965,365646.732,140369.9338,,276.22,-31.88,1.269662808,103.7923834,365645.2758,140367.4961,,276.22,-38.476,1.269611583,103.792353,365641.8937,140361.8346,,276.22,-33.404,1.269650972,103.7923764,365644.4944,140366.188
TB2_11_2,276.22,-35.542,1.269634369,103.7923666,365643.3981,140364.3529,,276.22,-38.382,1.269612313,103.7923535,365641.9419,140361.9153,,276.22,-44.978,1.269561089,103.7923231,365638.5597,140356.2537,,276.22,-39.906,1.269600478,103.7923465,365641.1604,140360.6072
TB2_11_3,276.22,-42.05,1.269583828,103.7923366,365640.0611,140358.7669,,276.22,-44.89,1.269561773,103.7923235,365638.6048,140356.3293,,276.22,-51.486,1.269510548,103.7922931,365635.2227,140350.6677,,276.22,-46.414,1.269549937,103.7923165,365637.8234,140355.0212
TB2_11_4,276.22,-48.609,1.269532891,103.7923064,365636.6979,140353.1372,,276.22,-51.449,1.269510836,103.7922933,365635.2417,140350.6995,,276.22,-58.045,1.269459612,103.7922629,365631.8595,140345.038,,276.22,-52.973,1.269499,103.7922863,365634.4602,140349.3914
TB2_11_5,276.22,-55.139,1.269482179,103.7922763,365633.3496,140347.5323,,276.22,-57.979,1.269460124,103.7922632,365631.8934,140345.0946,,276.22,-64.575,1.2694089,103.7922329,365628.5112,140339.4331,,276.22,-59.503,1.269448289,103.7922562,365631.1119,140343.7865
TB2_11_6,276.22,-61.698,1.269431243,103.7922461,365629.9864,140341.9025,,276.22,-64.538,1.269409187,103.792233,365628.5302,140339.4649,,276.22,-71.134,1.269357963,103.7922027,365625.148,140333.8033,,276.22,-66.062,1.269397352,103.792226,365627.7487,140338.1568
TB2_11_7,276.22,-68.22,1.269380593,103.7922161,365626.6422,140336.3045,,276.22,-71.06,1.269358538,103.792203,365625.186,140333.8668,,276.22,-77.656,1.269307314,103.7921726,365621.8038,140328.2053,,276.22,-72.584,1.269346702,103.792196,365624.4045,140332.5588
TB2_11_8,276.22,-74.779,1.269329656,103.7921859,365623.279,140330.6747,,276.22,-77.619,1.269307601,103.7921728,365621.8228,140328.2371,,276.22,-84.215,1.269256377,103.7921424,365618.4406,140322.5755,,276.22,-79.143,1.269295766,103.7921658,365621.0413,140326.929
TB2_11_9,276.22,-81.309,1.269278945,103.7921558,365619.9307,140325.0698,,276.22,-84.149,1.269256889,103.7921427,365618.4745,140322.6322,,276.22,-90.745,1.269205665,103.7921124,365615.0923,140316.9707,,276.22,-85.673,1.269245054,103.7921357,365617.693,140321.3241
TB2_11_10,276.22,-87.868,1.269228008,103.7921256,365616.5675,140319.4401,,276.22,-90.708,1.269205952,103.7921125,365615.1113,140317.0024,,276.22,-97.304,1.269154728,103.7920822,365611.7292,140311.3409,,276.22,-92.232,1.269194117,103.7921055,365614.3299,140315.6943
TB2_11_11,276.22,-94.423,1.269177102,103.7920954,365613.2064,140313.8137,,276.22,-97.263,1.269155047,103.7920824,365611.7502,140311.3761,,276.22,-103.859,1.269103822,103.792052,365608.368,140305.7146,,276.22,-98.787,1.269143211,103.7920753,365610.9687,140310.068
TB2_11_12,276.22,-100.982,1.269126165,103.7920652,365609.8432,140308.184,,276.22,-103.822,1.26910411,103.7920522,365608.387,140305.7463,,276.22,-110.418,1.269052886,103.7920218,365605.0048,140300.0848,,276.22,-105.346,1.269092274,103.7920451,365607.6056,140304.4382
TB2_11_13,276.22,-107.512,1.269075453,103.7920352,365606.4949,140302.5791,,276.22,-110.352,1.269053398,103.7920221,365605.0387,140300.1414,,276.22,-116.948,1.269002174,103.7919917,365601.6565,140294.4799,,276.22,-111.876,1.269041563,103.7920151,365604.2572,140298.8333
TB2_11_14,276.22,-114.071,1.269024517,103.792005,365603.1317,140296.9493,,276.22,-116.911,1.269002461,103.7919919,365601.6755,140294.5117,,276.22,-123.507,1.268951237,103.7919615,365598.2934,140288.8501,,276.22,-118.435,1.268990626,103.7919849,365600.8941,140293.2036
TB2_11_15,276.22,-120.593,1.268973867,103.7919749,365599.7875,140291.3513,,276.22,-123.433,1.268951812,103.7919619,365598.3313,140288.9137,,276.22,-130.029,1.268900588,103.7919315,365594.9492,140283.2521,,276.22,-124.957,1.268939976,103.7919548,365597.5499,140287.6056
TB2_11_16,276.22,-127.152,1.26892293,103.7919447,365596.4244,140285.7215,,276.22,-129.992,1.268900875,103.7919317,365594.9681,140283.2839,,276.22,-136.588,1.268849651,103.7919013,365591.586,140277.6224,,276.22,-131.516,1.26888904,103.7919246,365594.1867,140281.9758
TB2_11_17,276.22,-133.682,1.268872219,103.7919147,365593.0761,140280.1167,,276.22,-136.522,1.268850163,103.7919016,365591.6198,140277.679,,276.22,-143.118,1.268798939,103.7918712,365588.2377,140272.0175,,276.22,-138.046,1.268838328,103.7918946,365590.8384,140276.3709
TB2_11_18,276.22,-140.241,1.268821282,103.7918845,365589.7129,140274.4869,,276.22,-143.081,1.268799226,103.7918714,365588.2566,140272.0492,,276.22,-149.677,1.268748002,103.791841,365584.8745,140266.3877,,276.22,-144.605,1.268787391,103.7918644,365587.4752,140270.7411
TB2_11_19,276.22,-146.798,1.26877036,103.7918543,365586.3507,140268.8588,,276.22,-149.638,1.268748305,103.7918412,365584.8945,140266.4212,,276.22,-156.234,1.268697081,103.7918108,365581.5123,140260.7596,,276.22,-151.162,1.26873647,103.7918342,365584.113,140265.1131
TB2_11_20,276.22,-153.357,1.268719423,103.7918241,365582.9875,140263.2291,,276.22,-156.197,1.268697368,103.791811,365581.5313,140260.7914,,276.22,-162.793,1.268646144,103.7917806,365578.1492,140255.1299,,276.22,-157.721,1.268685533,103.791804,365580.7499,140259.4833
TB2_11_21,276.22,-159.887,1.268668712,103.791794,365579.6392,140257.6242,,276.22,-162.727,1.268646657,103.7917809,365578.183,140255.1865,,276.22,-169.323,1.268595432,103.7917506,365574.8009,140249.525,,276.22,-164.251,1.268634821,103.7917739,365577.4016,140253.8784
TB2_11_22,276.22,-166.446,1.268617775,103.7917638,365576.2761,140251.9944,,276.22,-169.286,1.26859572,103.7917507,365574.8198,140249.5568,,276.22,-175.882,1.268544495,103.7917204,365571.4377,140243.8952,,276.22,-170.81,1.268583884,103.7917437,365574.0384,140248.2487
TB2_11_23,276.22,-172.968,1.268567125,103.7917338,365572.9319,140246.3964,,276.22,-175.808,1.26854507,103.7917207,365571.4756,140243.9587,,276.22,-182.404,1.268493846,103.7916903,365568.0935,140238.2972,,276.22,-177.332,1.268533235,103.7917137,365570.6942,140242.6507
TB2_11_24,276.22,-179.527,1.268516189,103.7917036,365569.5687,140240.7666,,276.22,-182.367,1.268494133,103.7916905,365568.1124,140238.329,,276.22,-188.963,1.268442909,103.7916601,365564.7303,140232.6674,,276.22,-183.891,1.268482298,103.7916835,365567.331,140237.0209
TB2_11_25,276.22,-186.057,1.268465477,103.7916735,365566.2204,140235.1617,,276.22,-188.897,1.268443422,103.7916604,365564.7641,140232.7241,,276.22,-195.493,1.268392197,103.7916301,365561.382,140227.0626,,276.22,-190.421,1.268431586,103.7916534,365563.9827,140231.416
TB2_11_26,276.22,-192.616,1.26841454,103.7916433,365562.8572,140229.532,,276.22,-195.456,1.268392485,103.7916302,365561.401,140227.0943,,276.22,-202.052,1.268341261,103.7915999,365558.0188,140221.4328,,276.22,-196.98,1.268380649,103.7916232,365560.6195,140225.7862
TB2_11_27,276.22,-199.171,1.268363634,103.7916131,365559.4961,140223.9056,,276.22,-202.011,1.268341579,103.7916,365558.0398,140221.468,,276.22,-208.607,1.268290355,103.7915697,365554.6577,140215.8064,,276.22,-203.535,1.268329744,103.791593,365557.2584,140220.1599
TB2_11_28,276.22,-205.73,1.268312697,103.7915829,365556.1329,140218.2759,,276.22,-208.57,1.268290642,103.7915698,365554.6767,140215.8382,,276.22,-215.166,1.268239418,103.7915395,365551.2945,140210.1767,,276.22,-210.094,1.268278807,103.7915628,365553.8952,140214.5301
TB2_11_29,276.22,-212.26,1.268261986,103.7915529,365552.7846,140212.671,,276.22,-215.1,1.26823993,103.7915398,365551.3284,140210.2333,,276.22,-221.696,1.268188706,103.7915094,365547.9462,140204.5718,,276.22,-216.624,1.268228095,103.7915328,365550.5469,140208.9252
TB2_11_30,276.22,-218.819,1.268211049,103.7915227,365549.4214,140207.0412,,276.22,-221.659,1.268188994,103.7915096,365547.9652,140204.6036,,276.22,-228.255,1.268137769,103.7914792,365544.583,140198.942,,276.22,-223.183,1.268177158,103.7915026,365547.1837,140203.2955
TB2_11_31,276.22,-225.341,1.268160399,103.7914926,365546.0772,140201.4432,,276.22,-228.181,1.268138344,103.7914795,365544.621,140199.0055,,276.22,-234.777,1.26808712,103.7914492,365541.2388,140193.344,,276.22,-229.705,1.268126509,103.7914725,365543.8395,140197.6974
TB2_11_32,276.22,-231.9,1.268109462,103.7914624,365542.714,140195.8134,,276.22,-234.74,1.268087407,103.7914493,365541.2578,140193.3758,,276.22,-241.336,1.268036183,103.791419,365537.8756,140187.7142,,276.22,-236.264,1.268075572,103.7914423,365540.4763,140192.0677
TB2_11_33,276.22,-238.43,1.268058751,103.7914324,365539.3657,140190.2085,,276.22,-241.27,1.268036696,103.7914193,365537.9095,140187.7709,,276.22,-247.866,1.267985471,103.7913889,365534.5273,140182.1094,,276.22,-242.794,1.26802486,103.7914123,365537.128,140186.4628
TB2_11_34,276.22,-244.989,1.268007814,103.7914022,365536.0025,140184.5788,,276.22,-247.829,1.267985759,103.7913891,365534.5463,140182.1411,,276.22,-254.425,1.267934534,103.7913587,365531.1642,140176.4796,,276.22,-249.353,1.267973923,103.7913821,365533.7649,140180.833
TB2_11_35,276.22,-251.547,1.267956885,103.791372,365532.6399,140178.9498,,276.22,-254.387,1.26793483,103.7913589,365531.1836,140176.5122,,276.22,-260.983,1.267883605,103.7913285,365527.8015,140170.8507,,276.22,-255.911,1.267922994,103.7913519,365530.4022,140175.2041
TB2_11_36,276.22,-258.077,1.267906173,103.7913419,365529.2916,140173.345,,276.22,-260.917,1.267884118,103.7913288,365527.8353,140170.9073,,276.22,-267.513,1.267832894,103.7912984,365524.4532,140165.2458,,276.22,-262.441,1.267872283,103.7913218,365527.0539,140169.5992
TB2_11_37,276.22,-264.636,1.267855236,103.7913117,365525.9284,140167.7152,,276.22,-267.476,1.267833181,103.7912986,365524.4722,140165.2775,,276.22,-274.072,1.267781957,103.7912682,365521.09,140159.616,,276.22,-269,1.267821346,103.7912916,365523.6907,140163.9695
TB2_11_38,276.22,-271.45,1.267802319,103.7912803,365522.4345,140161.8665,,276.22,-274.29,1.267780264,103.7912672,365520.9782,140159.4289,,276.22,-280.886,1.26772904,103.7912369,365517.5961,140153.7674,,276.22,-275.814,1.267768429,103.7912602,365520.1968,140158.1208
TB2_11_39,276.22,-277.3,1.267756888,103.7912534,365519.4348,140156.8453,,276.22,-280.14,1.267734833,103.7912403,365517.9786,140154.4077,,276.22,-286.736,1.267683609,103.7912099,365514.5965,140148.7461,,276.22,-281.664,1.267722998,103.7912333,365517.1972,140153.0996
TB3_00_1,264.52,-29.04,1.269739085,103.7923062,365636.6896,140375.933,,264.52,-31.88,1.26971703,103.7922931,365635.2334,140373.4954,,264.52,-38.476,1.269665806,103.7922628,365631.8512,140367.8338,,264.52,-33.404,1.269705195,103.7922861,365634.4519,140372.1873
TB3_00_2,264.52,-35.542,1.269688591,103.7922763,365633.3557,140370.3522,,264.52,-38.382,1.269666536,103.7922632,365631.8994,140367.9145,,264.52,-44.978,1.269615312,103.7922328,365628.5173,140362.253,,264.52,-39.906,1.269654701,103.7922562,365631.118,140366.6064
TB3_00_3,264.52,-42.05,1.26963805,103.7922463,365630.0186,140364.7662,,264.52,-44.89,1.269615995,103.7922332,365628.5624,140362.3285,,264.52,-51.486,1.269564771,103.7922029,365625.1803,140356.667,,264.52,-46.414,1.26960416,103.7922262,365627.781,140361.0204
TB3_00_4,264.52,-48.609,1.269587113,103.7922161,365626.6555,140359.1364,,264.52,-51.449,1.269565058,103.792203,365625.1992,140356.6988,,264.52,-58.045,1.269513834,103.7921727,365621.8171,140351.0372,,264.52,-52.973,1.269553223,103.792196,365624.4178,140355.3907
TB3_00_5,264.52,-55.139,1.269536402,103.792186,365623.3072,140353.5315,,264.52,-57.979,1.269514347,103.792173,365621.8509,140351.0939,,264.52,-64.575,1.269463122,103.7921426,365618.4688,140345.4324,,264.52,-59.503,1.269502511,103.792166,365621.0695,140349.7858
TB3_00_6,264.52,-61.698,1.269485465,103.7921558,365619.944,140347.9018,,264.52,-64.538,1.26946341,103.7921428,365618.4877,140345.4641,,264.52,-71.134,1.269412185,103.7921124,365615.1056,140339.8026,,264.52,-66.062,1.269451574,103.7921358,365617.7063,140344.156
TB3_00_7,264.52,-68.22,1.269434815,103.7921258,365616.5998,140342.3038,,264.52,-71.06,1.26941276,103.7921127,365615.1435,140339.8661,,264.52,-77.656,1.269361536,103.7920824,365611.7614,140334.2046,,264.52,-72.584,1.269400925,103.7921057,365614.3621,140338.558
TB3_00_8,264.52,-74.779,1.269383879,103.7920956,365613.2366,140336.674,,264.52,-77.619,1.269361823,103.7920825,365611.7804,140334.2363,,264.52,-84.215,1.269310599,103.7920522,365608.3982,140328.5748,,264.52,-79.143,1.269349988,103.7920755,365610.9989,140332.9282
TB3_00_9,264.52,-81.309,1.269333167,103.7920655,365609.8883,140331.0691,,264.52,-84.149,1.269311112,103.7920525,365608.432,140328.6315,,264.52,-90.745,1.269259887,103.7920221,365605.0499,140322.9699,,264.52,-85.673,1.269299276,103.7920455,365607.6506,140327.3234
TB3_00_10,264.52,-87.868,1.26928223,103.7920353,365606.5251,140325.4393,,264.52,-90.708,1.269260175,103.7920223,365605.0689,140323.0017,,264.52,-97.304,1.269208951,103.7919919,365601.6867,140317.3402,,264.52,-92.232,1.269248339,103.7920153,365604.2874,140321.6936
TB3_00_11,264.52,-94.423,1.269231324,103.7920052,365603.164,140319.813,,264.52,-97.263,1.269209269,103.7919921,365601.7077,140317.3754,,264.52,-103.859,1.269158045,103.7919617,365598.3256,140311.7138,,264.52,-98.787,1.269197434,103.7919851,365600.9263,140316.0673
TB3_00_12,264.52,-100.982,1.269180387,103.791975,365599.8008,140314.1832,,264.52,-103.822,1.269158332,103.7919619,365598.3446,140311.7456,,264.52,-110.418,1.269107108,103.7919315,365594.9624,140306.0841,,264.52,-105.346,1.269146497,103.7919549,365597.5631,140310.4375
