,Parking Positions,,,,,,,20F or 40F Front Pose,,,,,,,20F Rear Pose,,,,,,,45F Front Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TB7_11_18,15.81,-146.867999999999,1.26997665815833,103.78984466183,365362.797669463,140402.326067027,,15.81,-149.707999999999,1.26995460285269,103.789831585026,365361.341435594,140399.888415321,,15.81,-156.303999999999,1.26990337862851,103.789801213689,365357.959281202,140394.226883312,,15.81,-151.231999999999,1.26994276754076,103.789824567756,365360.55999179,140398.580323339
TB7_11_19,15.81,-153.427,1.26992572127454,103.78981446086,365359.434487102,140396.69629321,,15.81,-156.267,1.26990366596876,103.789801384056,365357.978253262,140394.258641451,,15.81,-162.863,1.26985244174424,103.78977101272,365354.596098937,140388.597109321,,15.81,-157.791,1.26989183065676,103.789794366786,365357.196809471,140392.950549442
TB7_11_20,15.81,-159.957,1.26987500960305,103.789784393421,365356.086174802,140391.091410787,,15.81,-162.797,1.26985295429712,103.789771316618,365354.629940988,140388.653758976,,15.81,-169.393,1.26980173007227,103.789740945283,365351.24778673,140382.992226723,,15.81,-164.321,1.26984111898504,103.789764299347,365353.848497218,140387.345666938
TB7_11_21,15.81,-166.516,1.2698240727186,103.789754192452,365352.722992575,140385.461636728,,15.81,-169.356,1.26980201741252,103.78974111565,365351.26675879,140383.023984864,,15.81,-175.952,1.26975079318733,103.789710744316,365347.884604598,140377.362452488,,15.81,-170.88,1.26979018210037,103.78973409838,365350.485315033,140381.715892798
TB7_11_22,15.81,-173.037999999999,1.26977342317407,103.789724161852,365349.378782471,140379.863620688,,15.81,-175.878,1.26975136786785,103.78971108505,365347.922548712,140377.425968771,,15.81,-182.474,1.26970014364233,103.789680713717,365344.540394587,140371.764436274,,15.81,-177.402,1.26973953255561,103.78970406778,365347.141104972,140376.117876677
TB7_11_23,15.81,-179.596999999999,1.26972248628895,103.789693960886,365346.015600371,140374.233846385,,15.81,-182.436999999999,1.26970043098258,103.789680884084,365344.559366648,140371.796194416,,15.81,-189.033,1.26964920675672,103.789650512753,365341.177212583,140366.134661797,,15.81,-183.960999999999,1.26968859567027,103.789673866815,365343.777922917,140370.488102294
TB7_11_24,15.81,-189.209999999999,1.26964783218304,103.789649697755,365341.086454357,140365.982737709,,15.81,-192.049999999999,1.26962577687647,103.789636620954,365339.630220669,140363.545085663,,15.81,-198.646,1.26957455265012,103.789606249625,365336.248066703,140357.883552864,,15.81,-193.573999999999,1.26961394156404,103.789629603685,365338.848776963,140362.236993499
TB7_11_25,15.81,-196.239999999999,1.26959323753321,103.789617328069,365337.481763245,140359.948690524,,15.81,-199.079999999999,1.26957118222648,103.789604251269,365336.025529591,140357.511038421,,15.81,-205.676,1.26951995799977,103.78957387994,365332.643375692,140351.849505492,,15.81,-200.603999999999,1.26955934691397,103.789597234,365335.244085899,140356.202946227
TB7_11_26,15.81,-202.299999999999,1.26954617585751,103.789589424756,365334.374447781,140354.747221573,,15.81,-205.14,1.26952412055065,103.789576347956,365332.918214152,140352.309569421,,15.81,-211.736,1.26947289632362,103.789545976629,365329.536060319,140346.648036379,,15.81,-206.664,1.26951228523806,103.789569330688,365332.136770478,140351.001477201
TB7_11_27,15.81,-211.899999999999,1.2694716227073,103.78954522149,365329.451967954,140346.507270546,,15.81,-214.739999999999,1.26944956740023,103.789532144691,365327.995734367,140344.069618318,,15.81,-221.335999999999,1.26939834317271,103.789501773365,365324.61358063,140338.408085096,,15.81,-216.263999999999,1.26943773208753,103.789525127423,365327.214290714,140342.761526056
TB7_11_28,15.81,-217.959999999999,1.26942456103087,103.789517318179,365326.344652636,140341.305801326,,15.81,-220.799999999999,1.26940250572366,103.789504241381,365324.888419074,140338.868149049,,15.81,-227.396,1.26935128149584,103.789473870056,365321.506265397,140333.206615714,,15.81,-222.323999999999,1.26939067041089,103.789497224113,365324.106975436,140337.560056761
TB7_11_29,15.81,-225.499999999999,1.26936600574329,103.7894826002,365322.478455106,140334.834006145,,15.81,-228.339999999999,1.26934395043591,103.789469523402,365321.022221575,140332.396353807,,15.81,-234.935999999999,1.2692927262077,103.789439152079,365317.640067975,140326.734820332,,15.81,-229.863999999999,1.26933211512306,103.789462506135,365320.240777954,140331.088261487
TB7_11_30,15.81,-231.559999999999,1.26931894406621,103.789454696892,365319.371139913,140329.632536692,,15.81,-234.399999999999,1.2692968887587,103.789441620095,365317.91490641,140327.194884306,,15.81,-240.995999999999,1.26924566453018,103.789411248773,365314.532752869,140321.533350717,,15.81,-235.923999999999,1.26928505344578,103.789434602827,365317.133462803,140325.886791959
TB7_11_31,15.81,-241.159999999999,1.26924439091383,103.789410493634,365314.448660515,140321.392584871,,15.81,-243.999999999999,1.26922233560611,103.789397416837,365312.992427051,140318.954932407,,15.81,-250.595999999999,1.2691711113771,103.789367045517,365309.610273607,140313.293398639,,15.81,-245.523999999999,1.26921050029307,103.78939039957,365312.210983468,140317.646840019
TB7_11_32,15.81,-247.219999999999,1.26919732923601,103.789382590328,365311.341345464,140316.191115149,,15.81,-250.059999999999,1.26917527392816,103.789369513532,365309.885112028,140313.753462637,,15.81,-256.655999999999,1.26912404969884,103.789339142212,365306.502958647,140308.091928756,,15.81,-251.583999999999,1.26916343861505,103.789362496265,365309.103668457,140312.445370223
TB7_11_33,15.81,-254.23,1.26914288990209,103.789350312743,365307.746910141,140310.174233378,,15.81,-257.07,1.26912083459408,103.789337235947,365306.290676736,140307.736580809,,15.81,-263.666,1.2690696103644,103.789306864629,365302.908523422,140302.075046797,,15.81,-258.594,1.26910899928089,103.789330218681,365305.509233183,140306.428488365
TB7_11_34,15.81,-260.76,1.26909217822549,103.789320245322,365304.398598845,140304.569349092,,15.81,-263.599999999999,1.26907012291734,103.789307168527,365302.942365466,140302.131696471,,15.81,-270.195999999999,1.26901889868732,103.78927679721,365299.560212219,140296.470162337,,15.81,-265.123999999999,1.26905828760407,103.78930015126,365302.160921927,140300.823603999
TB7_11_35,15.81,-268.02,1.26903579740242,103.789286816613,365300.675974109,140298.337884952,,15.81,-270.859999999999,1.26901374209411,103.789273739818,365299.219740761,140295.900232272,,15.81,-277.455999999999,1.26896251786372,103.789243368503,365295.837587585,140290.238698003,,15.81,-272.383999999999,1.26900190678075,103.789266722552,365298.438297237,140294.592139768
TB7_11_36,15.81,-273.24,1.26899525912442,103.789262781096,365297.999376207,140293.857410643,,15.81,-276.08,1.268973203816,103.789249704302,365296.543142883,140291.419757921,,15.81,-282.676,1.26892197958535,103.789219332987,365293.160989761,140285.758223554,,15.81,-277.604,1.26896136850258,103.789242687036,365295.761699373,140290.111665395
TC1_00_1,368.61,-327.11,1.26694189489017,103.79173689804,365573.195318518,140066.718361436,,368.61,-329.95,1.26691983959361,103.791723821234,365571.739088261,140064.280709807,,368.61,-336.546,1.26686861539051,103.791693449892,365568.356942264,140058.619177979,,368.61,-331.474,1.26690800428656,103.791716803962,365570.957646396,140062.972617868
TC1_00_2,368.61,-332.98,1.26689630876658,103.791709869571,365570.185434163,140061.679975826,,368.61,-335.82,1.26687425346988,103.791696792766,365568.729203933,140059.242324151,,368.61,-342.416,1.26682302926648,103.791666421425,365565.347057995,140053.580792213,,368.61,-337.344,1.26686241816276,103.791689775494,365567.947762083,140057.934232186
TC1_00_3,368.61,-339.641,1.26684457977659,103.791679198937,365566.769958985,140055.962652617,,368.61,-342.481,1.26682252447975,103.791666122132,365565.313728783,140053.525000888,,368.61,-349.077,1.26677130027601,103.791635750793,365561.931582914,140047.863468825,,368.61,-344.005,1.26681068917255,103.791659104861,365564.532286946,140052.216908894
TC1_00_4,368.61,-346.2,1.26679364291313,103.791648997964,365563.406785096,140050.332878747,,368.61,-349.039999999999,1.26677158761614,103.79163592116,365561.950554924,140047.895226965,,368.61,-355.635999999999,1.26672036341206,103.791605549821,365558.568409121,140042.23369478,,368.61,-350.563999999999,1.26675975230886,103.791628903889,365561.169113106,140046.587134943
TC1_00_5,368.61,-352.73,1.26674293126187,103.791618930523,365560.058481233,140044.727996271,,368.61,-355.57,1.26672087596474,103.791605853719,365558.602251088,140042.290344436,,368.61,-362.166,1.26666965176032,103.791575482382,365555.220105348,140036.62881213,,368.61,-357.094,1.26670904065738,103.791598836448,365557.820809286,140040.982252386
TC1_00_6,368.61,-359.289,1.26669199439773,103.791588729552,365556.695307478,140039.098222158,,368.61,-362.129,1.26666993910046,103.791575652749,365555.239077359,140036.660570271,,368.61,-368.725,1.2666187148957,103.791545281413,365551.856931687,140030.999037842,,368.61,-363.653,1.26665810379302,103.791568635478,365554.457635569,140035.352478192
TC1_00_7,368.61,-365.811,1.26664134487341,103.791558698949,365553.351105799,140033.500206065,,368.61,-368.650999999999,1.26661928957599,103.791545622146,365551.894875711,140031.062554125,,368.61,-375.246999999999,1.2665680653709,103.791515250812,365548.512730103,140025.401021574,,368.61,-370.174999999999,1.26660745426848,103.791538604876,365551.113433935,140029.754462018
TC1_00_8,368.61,-372.37,1.26659040800861,103.791528497981,365549.987932172,140027.870431709,,368.61,-375.21,1.26656835271104,103.791515421178,365548.531702111,140025.432779717,,368.61,-381.806,1.26651712850561,103.791485049845,365545.149556572,140019.771247044,,368.61,-376.734,1.26655651740345,103.791508403908,365547.750260354,140024.124687582
TC1_00_9,368.61,-378.9,1.26653969635601,103.791498430544,365546.639628567,140022.265548749,,368.61,-381.74,1.26651764105831,103.791485353742,365545.183398536,140019.827896704,,368.61,-388.336,1.26646641685254,103.79145498241,365541.801253058,140014.166363909,,368.61,-383.264,1.26650580575064,103.791478336473,365544.401956792,140018.519804541
TC1_00_10,368.61,-385.459,1.26648875949054,103.791468229578,365543.276455072,140016.635774151,,368.61,-388.299,1.26646670419269,103.791455152777,365541.82022507,140014.198122053,,368.61,-394.895,1.26641547998659,103.791424781445,365538.438079659,140008.536589136,,368.61,-389.823,1.26645486888495,103.791448135507,365541.03878334,140012.890029862
TC1_00_11,368.61,-392.014,1.26643785368854,103.791438047031,365539.915332673,140011.009432743,,368.61,-394.854,1.26641579839054,103.79142497023,365538.4591027,140008.571780593,,368.61,-401.45,1.26636457418411,103.7913945989,365535.076957352,140002.910247554,,368.61,-396.378,1.26640396308272,103.791417952961,365537.677660983,140007.263688374
TC1_00_12,368.61,-398.573,1.2663869168224,103.791407846067,365536.552159308,140005.379657902,,368.61,-401.413,1.26636486152426,103.791394769267,365535.095929362,140002.942005699,,368.61,-408.009,1.26631363731749,103.791364397938,365531.713784083,139997.280472537,,368.61,-402.937,1.26635302621636,103.791387751998,365534.314487664,140001.633913451
TC1_00_13,368.61,-405.103,1.26633620516848,103.791377778635,365533.203855967,139999.774774457,,368.61,-407.943,1.26631414987019,103.791364701835,365531.747626047,139997.337122202,,368.61,-414.539,1.26626292566308,103.791334330508,365528.365480833,139991.675588918,,368.61,-409.467,1.26630231456221,103.791357684567,365530.966184363,139996.029029926
TC1_00_14,368.61,-411.662,1.26628526830167,103.791347577674,365529.840682731,139994.144999373,,368.61,-414.501999999999,1.26626321300324,103.791334500874,365528.38445284,139991.707347065,,368.61,-421.097999999999,1.2662119887958,103.791304129548,365525.002307696,139986.045813658,,368.61,-416.025999999999,1.26625137769518,103.791327483606,365527.603011176,139990.39925476
TC1_00_15,368.61,-418.184,1.26623461877469,103.79131754708,365526.496481571,139988.546982313,,368.61,-421.024,1.26621256347611,103.791304470281,365525.040251715,139986.109329953,,368.61,-427.62,1.26616133926833,103.791274098956,365521.658106628,139980.447796425,,368.61,-422.548,1.26620072816798,103.791297453013,365524.258810058,139984.80123762
TC1_00_16,368.61,-424.743,1.26618368190721,103.791287346121,365523.133308472,139982.917206986,,368.61,-427.583,1.26616162660849,103.791274269322,365521.677078637,139980.479554572,,368.61,-434.179,1.26611040240038,103.791243897998,365518.294933623,139974.818020922,,368.61,-429.107,1.26614979130028,103.791267252055,365520.895637,139979.171462212
TC1_00_17,368.61,-431.273,1.26613297025196,103.791257278694,365519.785005386,139977.312323058,,368.61,-434.113,1.2661109149531,103.791244201896,365518.328775583,139974.874670592,,368.61,-440.709,1.26605969074465,103.791213830572,365514.94663063,139969.21313682,,368.61,-435.637,1.26609907964481,103.791237184628,365517.547333959,139973.566578204
TC1_00_18,368.61,-437.832,1.26608203338382,103.791227077737,365516.421832416,139971.682547488,,368.61,-440.671999999999,1.26605997808481,103.791214000939,365514.965602639,139969.244894969,,368.61,-447.268,1.26600875387602,103.791183629617,365511.583457756,139963.583361075,,368.61,-442.195999999999,1.26604814277644,103.791206983672,365514.184161032,139967.936802552
TC1_00_19,368.61,-444.389,1.26603111204725,103.79119688599,365513.059685026,139966.054488452,,368.61,-447.229,1.26600905674809,103.791183809193,365511.603455275,139963.616835881,,368.61,-453.825,1.26595783253897,103.791153437872,365508.221310455,139957.955301864,,368.61,-448.753,1.26599722143965,103.791176791926,365510.822013685,139962.308743436
TC1_00_20,368.61,-450.948,1.26598017517843,103.791166685035,365509.696512184,139960.424712638,,368.61,-453.788,1.26595811987914,103.791153608239,365508.240282465,139957.987060015,,368.61,-460.384,1.26590689566968,103.791123236919,365504.858137712,139952.325525875,,368.61,-455.312,1.26594628457061,103.791146590972,365507.458840889,139956.678967541
TC1_00_21,368.61,-457.478,1.26592946352185,103.791136617613,365506.348209361,139954.819828227,,368.61,-460.318,1.26590740822241,103.791123540817,365504.891979669,139952.382175551,,368.61,-466.914,1.26585618401262,103.791093169498,365501.509834983,139946.720641289,,368.61,-461.842,1.26589557291381,103.79111652355,365504.110538106,139951.074083049
TC1_00_22,368.61,-464.037,1.26587852665238,103.79110641666,365502.985036651,139949.19005217,,368.61,-466.876999999999,1.26585647135279,103.791093339865,365501.528806988,139946.752399441,,368.61,-473.472999999999,1.26580524714266,103.791062968547,365498.146662366,139941.090865058,,368.61,-468.400999999999,1.26584463604411,103.791086322598,365500.747365439,139945.444306911
TC1_00_23,368.61,-470.559,1.26582787712274,103.791076386076,365499.640836012,139943.592034144,,368.61,-473.399,1.26580582182301,103.791063309281,365498.184606379,139941.154381363,,368.61,-479.995,1.26575459761254,103.791032937965,365494.802461821,139935.492846857,,368.61,-474.923,1.26579398651425,103.791056292015,365497.403164843,139939.846288804
TC1_00_24,368.61,-477.118,1.26577694025259,103.791046185126,365496.277663436,139937.962257845,,368.61,-479.958,1.26575488495272,103.791033108331,365494.821433827,139935.52460501,,368.61,-486.554,1.26570366074192,103.791002737016,365491.439289338,139929.863070383,,368.61,-481.482,1.26574304964388,103.791026091066,365494.03999231,139934.216512424
TC1_00_25,368.61,-483.648,1.26572622859468,103.791016117708,365492.929360869,139932.357372949,,368.61,-486.488,1.26570417329466,103.791003040914,365491.473131292,139929.919720063,,368.61,-493.084,1.26565294908353,103.7909726696,365488.09098687,139924.258185313,,368.61,-488.012,1.26569233798575,103.790996023648,365490.691689792,139928.611627448
TC1_00_26,368.61,-490.207,1.26567529172387,103.79098591676,365489.566188422,139926.727596407,,368.61,-493.046999999999,1.26565323642371,103.790972839967,365488.109958873,139924.289943468,,368.61,-499.643,1.26560201221224,103.790942468654,365484.727814513,139918.628408596,,368.61,-494.570999999999,1.26564140111472,103.790965822701,365487.328517387,139922.981850825
TC1_00_27,368.61,-496.762,1.26562438591653,103.790955734232,365486.205067067,139921.101253057,,368.61,-499.602,1.26560233061622,103.790942657439,365484.748837546,139918.663600065,,368.61,-506.198,1.26555110640442,103.790912286127,365481.366693254,139913.002065071,,368.61,-501.126,1.26559049530716,103.790935640174,365483.967396076,139917.355507394
TC1_00_28,368.61,-503.320999999999,1.26557344904505,103.790925533286,365482.841894748,139915.471476271,,368.61,-506.160999999999,1.2655513937446,103.790912456494,365481.385665256,139913.033823227,,368.61,-512.757,1.26550016953246,103.790882085183,365478.003521031,139907.37228811,,368.61,-507.684999999999,1.26553955843546,103.790905439229,365480.604223802,139911.725730527
TC1_00_29,368.61,-509.851,1.26552273738582,103.790895465873,365479.493592445,139909.866590892,,368.61,-512.691,1.26550068208522,103.790882389081,365478.037362982,139907.428937795,,368.61,-519.287,1.26544945787274,103.790852017771,365474.655218821,139901.767402556,,368.61,-514.215,1.265488846776,103.790875371816,365477.255921542,139906.120845067
TC1_00_30,368.61,-516.41,1.26547180051367,103.79086526493,365476.13042026,139904.236813863,,368.61,-519.25,1.26544974521293,103.790852188138,365474.674190823,139901.799160714,,368.61,-525.846,1.26539852100012,103.79082181683,365471.292046729,139896.137625352,,368.61,-520.774,1.26543790990363,103.790845170874,365473.8927494,139900.491067958
TC1_00_31,368.61,-522.932,1.26542115098138,103.790835234354,365472.786220145,139898.638794871,,368.61,-525.772,1.26539909568049,103.790822157563,365471.329990735,139896.201141669,,368.61,-532.368,1.26534787146735,103.790791786256,365467.947846705,139890.539606186,,368.61,-527.296,1.26538726037112,103.790815140299,365470.548549325,139894.893048885
TC1_00_32,368.61,-529.491,1.26537021410857,103.790805033414,365469.423048088,139893.009017599,,368.61,-532.331,1.26534815880754,103.790791956623,365467.966818708,139890.571364345,,368.61,-538.927,1.26529693459406,103.790761585317,365464.584674745,139884.909828739,,368.61,-533.855,1.26533632349808,103.790784939359,365467.185377312,139889.263271532
TC1_00_33,368.61,-536.021,1.26531950244801,103.790774966005,365466.074746044,139887.404131736,,368.61,-538.861,1.26529744714683,103.790761889215,365464.618516693,139884.966478429,,368.61,-545.457,1.26524622293302,103.79073151791,365461.236372794,139879.304942702,,368.61,-540.385,1.2652856118373,103.790754871951,365463.837075313,139883.658385589
TC1_00_34,368.61,-542.58,1.26526856557453,103.790744765066,365462.711574119,139881.774354222,,368.61,-545.42,1.26524651027321,103.790731688277,365461.255344797,139879.336700862,,368.61,-552.016,1.26519528605906,103.790701316973,365457.873200965,139873.675165013,,368.61,-546.944,1.2652346749636,103.790724671014,365460.473903431,139878.028607994
TC1_00_35,368.61,-549.1381,1.26521763569007,103.790714568273,365459.348863741,139876.145349082,,368.61,-551.9781,1.26519558038861,103.790701491484,365457.892634448,139873.707695669,,368.61,-558.5741,1.26514435617412,103.790671120182,365454.51049068,139868.046159698,,368.61,-553.5021,1.26518374507893,103.790694474221,365457.111193099,139872.399602772
TC1_00_36,368.61,-555.668,1.26516692480511,103.790684501328,365456.000613168,139870.540548689,,368.61,-558.508,1.2651448695035,103.790671424539,365454.544383904,139868.102895224,,368.61,-565.104,1.26509364528868,103.790641053238,365451.162240203,139862.44135913,,368.61,-560.032,1.26513303419374,103.790664407277,365453.762942569,139866.794802299
TC1_00_37,368.61,-562.25,1.26511580931375,103.790654194489,365452.625648036,139864.89102925,,368.61,-565.09,1.265093754012,103.790641117701,365451.169418796,139862.453375732,,368.61,-571.686,1.26504252979684,103.790610746401,365447.787275161,139856.791839516,,368.61,-566.614,1.26508191870216,103.790634100439,365450.38797748,139861.145282778
TC1_00_38,368.61,-568,1.26507115509359,103.790627718598,365449.677296595,139859.955639181,,368.61,-570.84,1.26504909979171,103.790614641811,365448.221067383,139857.517985617,,368.61,-577.436,1.26499787557626,103.790584270512,365444.838923805,139851.856449293,,368.61,-572.364,1.2650372644818,103.790607624549,365447.439626076,139856.209892639
TC1_11_1,328.26,-327.11,1.2671288926231,103.791425562551,365538.56178111,140087.40811412,,328.26,-329.95,1.26710683732505,103.791412485747,365537.10555053,140084.970462317,,328.26,-336.546,1.26705561311848,103.79138211441,365533.723403779,140079.308930083,,328.26,-331.474,1.26709500201719,103.791405468476,365536.324108491,140083.662370284
TC1_11_2,328.26,-332.98,1.26708330649642,103.791398534086,365535.551896088,140082.36972815,,328.26,-335.82,1.26706125119823,103.791385457283,365534.095665532,140079.932076299,,328.26,-342.416,1.26701002699136,103.791355085946,365530.713518843,140074.270543956,,328.26,-337.344,1.26704941589031,103.791378440012,365533.314223508,140078.623984241
TC1_11_3,328.26,-339.641,1.26703157750294,103.791367863456,365532.136420149,140076.652404531,,328.26,-342.481,1.2670095222046,103.791354786653,365530.680189622,140074.214752627,,328.26,-349.077,1.26695829799739,103.791324415318,365527.298042998,140068.55322016,,328.26,-344.005,1.2669976868966,103.791347769383,365529.898747611,140072.90666054
TC1_11_4,328.26,-346.2,1.26698064063602,103.791337662487,365528.773245513,140071.022630258,,328.26,-349.039999999999,1.26695858533755,103.791324585685,365527.317015015,140068.584978302,,328.26,-355.635999999999,1.26690736113,103.791294214351,365523.934868458,140062.923445712,,328.26,-350.563999999999,1.26694675002946,103.791317568415,365526.535573021,140067.276886186
TC1_11_5,328.26,-352.73,1.26692992898133,103.79130759505,365525.424940901,140065.41774738,,328.26,-355.57,1.26690787368271,103.791294518248,365523.968710435,140062.980095371,,328.26,-362.166,1.26685664947482,103.791264146915,365520.586563939,140057.31856266,,328.26,-357.094,1.26689603837455,103.791287500978,365523.187268451,140061.672003228
TC1_11_6,328.26,-359.289,1.26687899211375,103.791277394084,365522.061766396,140059.787972865,,328.26,-362.129,1.26685693681498,103.791264317282,365520.605535956,140057.350320803,,328.26,-368.725,1.26680571260676,103.79123394595,365517.223389527,140051.688787969,,328.26,-363.653,1.26684510150675,103.791257300012,365519.824093992,140056.042228631
TC1_11_7,328.26,-365.811,1.266828342586,103.791247363485,365518.717563973,140054.189956371,,328.26,-368.650999999999,1.26680628728709,103.791234286684,365517.261333563,140051.752304256,,328.26,-375.246999999999,1.26675506307853,103.791203915353,365513.8791872,140046.090771301,,328.26,-370.174999999999,1.26679445197877,103.791227269414,365516.479891612,140050.444212056
TC1_11_8,328.26,-372.37,1.26677740571775,103.791217162521,365515.3543896,140048.560181612,,328.26,-375.21,1.26675535041869,103.79120408572,365513.898159216,140046.122529445,,328.26,-381.806,1.2667041262098,103.791173714391,365510.51601292,140040.460996367,,328.26,-376.734,1.2667435151103,103.791197068451,365513.116717282,140044.814437217
TC1_11_9,328.26,-378.9,1.26672669406173,103.791187095088,365512.006085248,140042.955298251,,328.26,-381.74,1.26670463876253,103.791174018288,365510.549854893,140040.517646031,,328.26,-388.336,1.2666534145533,103.79114364696,365507.167708661,140034.856112831,,328.26,-383.264,1.26669280345406,103.791167001019,365509.768412973,140039.209553775
TC1_11_10,328.26,-385.459,1.26667575719281,103.791156894126,365508.642911006,140037.325523249,,328.26,-388.299,1.26665370189347,103.791143817327,365507.18668068,140034.887870977,,328.26,-394.895,1.2666024776839,103.791113445999,365503.804534518,140029.226337655,,328.26,-389.823,1.26664186658492,103.791136800058,365506.405238776,140033.579778692
TC1_11_11,328.26,-392.014,1.26662485138736,103.791126711584,365505.281787857,140031.699181439,,328.26,-394.854,1.26660279608787,103.791113634784,365503.825557558,140029.261529115,,328.26,-401.45,1.26655157187797,103.791083263458,365500.443411459,140023.59999567,,328.26,-396.378,1.26659096077925,103.791106617516,365503.04411567,140027.953436801
TC1_11_12,328.26,-398.573,1.26657391451778,103.791096510624,365501.918613746,140026.069406194,,328.26,-401.413,1.26655185921814,103.791083433825,365500.462383473,140023.631753817,,328.26,-408.009,1.26650063500791,103.7910530625,365497.080237441,140017.97022025,,328.26,-402.937,1.26654002390944,103.791076416557,365499.680941602,140022.323661475
TC1_11_13,328.26,-405.103,1.26652320286043,103.791066443196,365498.570309652,140020.464522349,,328.26,-407.943,1.26650114756065,103.791053366398,365497.114079411,140018.026869919,,328.26,-414.539,1.26644992335008,103.791022995074,365493.731933443,140012.36533623,,328.26,-409.467,1.26648931225187,103.79104634913,365496.332637554,140016.718777549
TC1_11_14,328.26,-411.662,1.26647226599018,103.791036242239,365495.207135672,140014.834746861,,328.26,-414.501999999999,1.26645021069025,103.791023165441,365493.75090546,140012.397094379,,328.26,-421.097999999999,1.26639898647934,103.790992794118,365490.368759559,140006.735560567,,328.26,-416.025999999999,1.26643837538139,103.791016148173,365492.969463619,140011.089001981
TC1_11_15,328.26,-418.184,1.26642161645977,103.791006211649,365491.862933768,140009.236729401,,328.26,-421.024,1.2663995611597,103.790993134852,365490.406703583,140006.799076866,,328.26,-427.62,1.26634833694846,103.790962763531,365487.024557749,140001.137542933,,328.26,-422.548,1.26638772585076,103.790986117585,365489.625261756,140005.49098444
TC1_11_16,328.26,-424.743,1.26637067958885,103.790976010694,365488.49975992,140003.60695367,,328.26,-427.583,1.26634862428863,103.790962933897,365487.043529761,140001.169301083,,328.26,-434.179,1.26629740007706,103.790932562577,365483.661383993,139995.507767027,,328.26,-429.107,1.26633678897962,103.79095591663,365486.26208795,139999.861208628
TC1_11_17,328.26,-431.273,1.26631996793017,103.790945943271,365485.15145609,139998.002069341,,328.26,-434.113,1.26629791262981,103.790932866475,365483.69522596,139995.564416701,,328.26,-440.709,1.2662466884179,103.790902495156,365480.313080256,139989.902882524,,328.26,-435.637,1.26628607732072,103.790925849208,365482.913784163,139994.256324219
TC1_11_18,328.26,-437.832,1.26626903105858,103.790915742318,365481.78828237,139992.372293368,,328.26,-440.671999999999,1.26624697575808,103.790902665522,365480.332052269,139989.934640675,,328.26,-447.268,1.26619575154583,103.790872294205,365476.949906629,139984.273106375,,328.26,-442.195999999999,1.26623514044891,103.790895648256,365479.550610486,139988.626548164
TC1_11_19,328.26,-444.389,1.26621810971856,103.790885550575,365478.42613423,139986.74423393,,328.26,-447.229,1.26619605441792,103.79087247378,365476.969904156,139984.306581184,,328.26,-453.825,1.26614483020533,103.790842102464,365473.587758585,139978.645046762,,328.26,-448.753,1.26618421910867,103.790865456514,365476.188462389,139982.998488645
TC1_11_20,328.26,-450.948,1.26616717284631,103.790855349625,365475.062960638,139981.114457713,,328.26,-453.788,1.26614511754552,103.79084227283,365473.606730597,139978.676804915,,328.26,-460.384,1.2660938933326,103.790811901515,365470.22458509,139973.01527037,,328.26,-455.312,1.2661332822362,103.790835255564,365472.825288846,139977.368712347
TC1_11_21,328.26,-457.478,1.2661164611863,103.790825282206,365471.714657071,139975.5095729,,328.26,-460.318,1.26609440588537,103.790812205412,365470.258427053,139973.071920049,,328.26,-466.914,1.26604318167211,103.790781834098,365466.876281613,139967.410385383,,328.26,-461.842,1.26608257057597,103.790805188147,365469.476985316,139971.763827454
TC1_11_22,328.26,-464.037,1.26606552431338,103.790795081258,365468.351483611,139969.87979644,,328.26,-466.876999999999,1.2660434690123,103.790782004465,365466.895253625,139967.442143537,,328.26,-473.472999999999,1.26599224479871,103.790751633151,365463.513108252,139961.780608748,,328.26,-468.400999999999,1.26603163370282,103.790774987199,365466.113811905,139966.134050913
TC1_11_23,328.26,-470.559,1.26601487478032,103.790765050678,365465.00728223,139964.281778013,,328.26,-473.399,1.26599281947909,103.790751973885,365463.55105227,139961.844125057,,328.26,-479.995,1.26594159526517,103.790721602573,365460.168906961,139956.182590147,,328.26,-474.923,1.26598098416954,103.79074495662,365462.769610566,139960.536032406
TC1_11_24,328.26,-477.118,1.26596393790673,103.790734849732,365461.644108901,139958.652001311,,328.26,-479.958,1.26594188260536,103.790721772939,365460.187878971,139956.214348302,,328.26,-486.554,1.2658906583911,103.790691401629,365456.805733728,139950.552813269,,328.26,-481.482,1.26593004729573,103.790714755675,365459.40643728,139954.906255622
TC1_11_25,328.26,-483.648,1.2659132262454,103.790704782318,365458.295805592,139953.047116014,,328.26,-486.488,1.26589117094388,103.790691705526,365456.839575692,139950.609462953,,328.26,-493.084,1.26583994672929,103.790661334216,365453.457430513,139944.947927798,,328.26,-488.012,1.26587933563417,103.790684688261,365456.058134015,139949.301370245
