,Parking Positions,,,,,,,20F or 40F Front Pose,,,,,,,20F Rear Pose,,,,,,,45F Front Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TB2_00_3,316.5601,-42.05,1.2693968759793,103.792647849853,365674.68608071,140338.082219926,,316.5601,-44.89,1.26937482068713,103.792634773027,365673.229848804,140335.644570362,,316.5601,-51.486,1.26932359649423,103.792604401641,365669.847698971,140329.983043331,,316.5601,-46.414,1.26936298538243,103.792627755745,365672.448406051,140334.336479531
TB2_00_4,316.5601,-48.609,1.26934593912662,103.792617648833,365671.322902884,140332.452451058,,316.5601,-51.449,1.2693238838343,103.792604572008,365669.866671005,140330.014801443,,316.5601,-58.045,1.26927265964106,103.792574200622,365666.484521241,140324.353274289,,316.5601,-52.973,1.26931204852953,103.792597554726,365669.085228271,140328.706710583
TB2_00_5,316.5601,-55.1389999999999,1.26929522748609,103.792587581344,365667.974595096,140326.847573562,,316.5601,-57.979,1.26927317219363,103.79257450452,365666.518363248,140324.409923894,,316.5601,-64.575,1.26922194800006,103.792544133135,365663.136213548,140318.748396619,,316.5601,-59.503,1.26926133688878,103.792567487238,365665.736920528,140323.101833006
TB2_00_6,316.5601,-61.698,1.26924429063274,103.792557380326,365664.611417403,140321.217804452,,316.5601,-64.538,1.26922223534014,103.792544303502,365663.155185582,140318.780154731,,316.5601,-71.134,1.26917101114622,103.792513932119,365659.773035945,140313.118627333,,316.5601,-66.062,1.2692104000352,103.792537286221,365662.373742875,140317.472063815
TB2_00_7,316.5601,-68.22,1.26919364111913,103.792527349677,365661.26721181,140315.619793334,,316.5601,-71.06,1.26917158582638,103.792514272853,365659.810980015,140313.18214356,,316.5601,-77.656,1.26912036163213,103.792483901471,365656.428830447,140307.52061604,,316.5601,-72.584,1.26915975052137,103.792507255572,365659.029537327,140311.874052616
TB2_00_8,316.5601,-74.779,1.26914270426511,103.792497148661,365657.904034245,140309.990023981,,316.5601,-77.619,1.26912064897221,103.792484071838,365656.447802482,140307.552374155,,316.5601,-84.215,1.26906942477762,103.792453700457,365653.065652978,140301.890846513,,316.5601,-79.143,1.26910881366713,103.792477054557,365655.666359805,140306.244283182
TB2_00_9,316.5601,-81.309,1.26909199262325,103.792467081177,365654.555726719,140304.385146001,,316.5601,-84.149,1.26906993733021,103.792454004355,365653.099494982,140301.947496123,,316.5601,-90.745,1.26901871313528,103.792423632975,365649.717345544,140296.285968359,,316.5601,-85.673,1.26905810202504,103.792446987074,365652.318052322,140300.639405122
TB2_00_10,316.5601,-87.868,1.26904105576855,103.792436880164,365651.192549285,140298.755376405,,316.5601,-90.708,1.26901900047537,103.792423803342,365649.736317577,140296.317726474,,316.5601,-97.304,1.2689677762801,103.792393431963,365646.354168206,140290.656198588,,316.5601,-92.232,1.26900716517012,103.792416786061,365648.954874933,140295.009635445
TB2_00_11,316.5601,-94.423,1.26899014997732,103.79240669757,365647.831422948,140293.129039998,,316.5601,-97.263,1.26896809468398,103.792393620748,365646.37519127,140290.691390014,,316.5601,-103.859,1.26891687048838,103.79236324937,365642.993041964,140285.029862005,,316.5601,-98.787,1.26895625937866,103.792386603468,365645.593748642,140289.383298957
TB2_00_12,316.5601,-100.982,1.26893921312195,103.792376496559,365644.468245648,140287.499270159,,316.5601,-103.822,1.26891715782847,103.792363419738,365643.012013995,140285.061620122,,316.5601,-110.418,1.26886593363253,103.792333048361,365639.629864753,140279.400091991,,316.5601,-105.346,1.26890532252307,103.792356402458,365642.230571381,140283.753529037
TB2_00_13,316.5601,-107.512,1.26888850147875,103.79234642908,365641.119938381,140281.894391695,,316.5601,-110.352,1.26886644618513,103.792333352259,365639.663706757,140279.456741606,,316.5601,-116.948,1.26881522198885,103.792302980884,365636.281557582,140273.795213353,,316.5601,-111.876,1.26885461087965,103.792326334979,365638.88226416,140278.148650492
TB2_00_14,316.5601,-114.071,1.26883756462271,103.792316228071,365637.756761211,140276.264621613,,316.5601,-116.911,1.26881550932894,103.792303151251,365636.300529617,140273.826971471,,316.5601,-123.507,1.26876428513232,103.792272779877,365632.918380507,140268.165443096,,316.5601,-118.435,1.26880367402339,103.792296133971,365635.519087029,140272.518880329
TB2_00_15,316.5601,-120.592999999999,1.26878691510643,103.79228619743,365634.412556136,140270.666609528,,316.5601,-123.432999999999,1.26876485981252,103.792273120611,365632.956324568,140268.228959334,,316.5601,-130.029,1.26871363561557,103.792242749238,365629.574175526,140262.567430837,,316.5601,-124.957,1.26875302450689,103.792266103332,365632.174882001,140266.920868164
TB2_00_16,316.5601,-127.152,1.26873597824972,103.792255996424,365631.049379094,140265.036839203,,316.5601,-129.992,1.26871392295566,103.792242919605,365629.593147558,140262.599188956,,316.5601,-136.588,1.26866269875837,103.792212548233,365626.210998579,140256.937660337,,316.5601,-131.516,1.26870208764995,103.792235902326,365628.811705004,140261.291097758
TB2_00_17,316.5601,-133.682,1.26868526660519,103.792225928949,365627.70107209,140259.431960256,,316.5601,-136.522,1.26866321131098,103.792212852131,365626.24484058,140256.994309957,,316.5601,-143.118,1.26861198711336,103.79218248076,365622.862691671,140251.332781215,,316.5601,-138.046,1.2686513760052,103.792205834852,365625.463398042,140255.68621873
TB2_00_18,316.5601,-140.240999999999,1.26863432974781,103.792195727945,365624.337895181,140253.802189688,,316.5601,-143.081,1.26861227445346,103.792182651127,365622.881663698,140251.364539336,,316.5601,-149.677,1.26856105025549,103.792152279758,365619.499514855,140245.703010472,,316.5601,-144.605,1.26860043914759,103.792175633849,365622.100221174,140250.056448081
TB2_00_19,316.5601,-146.797999999999,1.26858340842199,103.792165536151,365620.975743852,140248.174135654,,316.5601,-149.637999999999,1.26856135312749,103.792152459334,365619.519512398,140245.736485249,,316.5601,-156.233999999999,1.26851012892919,103.792122087965,365616.137363618,140240.074956263,,316.5601,-151.161999999999,1.26854951782155,103.792145442056,365618.73806989,140244.428393966
TB2_00_20,316.5601,-153.357,1.26853247156394,103.792135335149,365617.612567071,140242.544364843,,316.5601,-156.197,1.2685104162693,103.792122258332,365616.156335648,140240.106714385,,316.5601,-162.793,1.26845919207066,103.792091886965,365612.774186935,140234.445185277,,316.5601,-157.721,1.26849858096327,103.792115241055,365615.374893154,140238.798623074
TB2_00_21,316.5601,-159.887,1.26848175991807,103.79210526768,365614.264260328,140236.939485412,,316.5601,-162.727,1.26845970462328,103.792092190863,365612.80802893,140234.501834902,,316.5601,-169.323,1.2684084804243,103.792061819497,365609.425880283,140228.840305671,,316.5601,-164.251,1.26844786931718,103.792085173586,365612.026586455,140233.193743562
TB2_00_22,316.5601,-166.446,1.26843082305934,103.79207506668,365610.901083678,140231.309714358,,316.5601,-169.286,1.26840876776441,103.792061989864,365609.444852309,140228.872063795,,316.5601,-175.882,1.2683575435651,103.792031618499,365606.062703728,140223.210534442,,316.5601,-170.81,1.26839693245823,103.792054972587,365608.663409847,140227.563972427
TB2_00_23,316.5601,-172.968,1.2683801735404,103.792045036049,365607.556879126,140225.711701306,,316.5601,-175.808,1.26835811824532,103.792031959233,365606.100647783,140223.274050691,,316.5601,-182.404,1.26830689404567,103.79200158787,365602.718499267,140217.612521217,,316.5601,-177.332,1.26834628293907,103.792024941956,365605.319205338,140221.965959295
TB2_00_24,316.5601,-179.527,1.26832923668101,103.792014835052,365604.193702607,140220.081930009,,316.5601,-182.367,1.26830718138578,103.792001758237,365602.737471296,140217.644279342,,316.5601,-188.963,1.26825595718579,103.791971386874,365599.355322845,140211.982749745,,316.5601,-183.891,1.26829534607945,103.79199474096,365601.956028864,140216.336187917
TB2_00_25,316.5601,-186.057,1.2682785250338,103.791984767586,365600.845396125,140214.477050095,,316.5601,-188.897,1.26825646973843,103.791971690772,365599.38916484,140212.039399374,,316.5601,-195.493,1.26820524553811,103.791941319411,365596.007016456,140206.377869656,,316.5601,-190.421,1.26824463443202,103.791964673495,365598.607722422,140210.731307922
TB2_00_26,316.5601,-192.615999999999,1.26822758817374,103.791954566592,365597.482219736,140208.847278555,,316.5601,-195.456,1.26820553287823,103.791941489778,365596.025988481,140206.409627782,,316.5601,-202.052,1.26815430867756,103.791911118417,365592.643840163,140200.748097941,,316.5601,-196.98,1.26819369757174,103.791934472501,365595.244546079,140205.101536301
TB2_00_27,316.5601,-199.170999999999,1.26817668237714,103.791924384016,365594.121094445,140203.220940205,,316.5601,-202.010999999999,1.26815462708148,103.791911307202,365592.664863216,140200.783289379,,316.5601,-208.606999999999,1.26810340288048,103.791880935843,365589.282714965,140195.121759415,,316.5601,-203.534999999999,1.26814279177491,103.791904289926,365591.883420834,140199.47519787
TB2_00_28,316.5601,-205.73,1.2681257455164,103.791894183023,365590.75791819,140197.591168422,,316.5601,-208.57,1.2681036902206,103.79188110621,365589.30168699,140195.153517543,,316.5601,-215.166,1.26805246601926,103.791850734852,365585.919538802,140189.491987457,,316.5601,-210.094,1.26809185491395,103.791874088935,365588.520244621,140193.845426006
TB2_00_29,316.5601,-212.26,1.26807503386786,103.791864115563,365587.409611965,140191.986288023,,316.5601,-215.1,1.26805297857192,103.79185103875,365585.953380794,140189.548637092,,316.5601,-221.696,1.26800175437024,103.791820667394,365582.571232676,140183.887106884,,316.5601,-216.624,1.26804114326519,103.791844021475,365585.171938442,140188.240545527
TB2_00_30,316.5601,-218.819,1.26802409700646,103.791833914573,365584.046435841,140186.356515997,,316.5601,-221.659,1.26800204171037,103.791820837761,365582.590204699,140183.918865013,,316.5601,-228.255,1.26795081750835,103.791790466405,365579.208056644,140178.257334683,,316.5601,-223.183,1.26799020640356,103.791813820485,365581.808762357,140182.61077342
TB2_00_31,316.5601,-225.340999999999,1.26797344748485,103.79180388395,365580.702231806,140180.758501979,,316.5601,-228.180999999999,1.26795139218861,103.791790807139,365579.246000691,140178.320850943,,316.5601,-234.777,1.26790016798626,103.791760435785,365575.863852703,140172.659320491,,316.5601,-229.704999999999,1.26793955688173,103.791783789864,365578.464558369,140177.012759321
TB2_00_32,316.5601,-231.899999999999,1.26792251062277,103.791773682962,365577.339055813,140175.12872971,,316.5601,-234.739999999999,1.26790045532639,103.791760606151,365575.882824727,140172.691078621,,316.5601,-241.335999999999,1.26784923112371,103.791730234798,365572.500676802,140167.029548047,,316.5601,-236.263999999999,1.26788862001943,103.791753588877,365575.101382418,140171.382986972
TB2_00_33,316.5601,-238.429999999999,1.2678717989729,103.791743615506,365573.990749851,140169.523848828,,316.5601,-241.269999999999,1.26784974367637,103.791730538696,365572.534518791,140167.086197687,,316.5601,-247.865999999999,1.26779851947335,103.791700167344,365569.152370933,140161.424666991,,316.5601,-242.793999999999,1.26783790836934,103.791723521422,365571.753076496,140165.778106008
TB2_00_34,316.5601,-244.989,1.26782086211016,103.791713414521,365570.627573985,140163.894076316,,316.5601,-247.829,1.26779880681349,103.791700337711,365569.171342955,140161.456425122,,316.5601,-254.425,1.26774758261013,103.79166996636,365565.789195163,140155.794894304,,316.5601,-249.353,1.26778697150637,103.791693320437,365568.389900679,140160.148333416
TB2_00_35,316.5601,-251.547,1.26776993301303,103.791683218141,365567.264910946,140158.265162011,,316.5601,-254.387,1.26774787771621,103.791670141331,365565.808679945,140155.827510764,,316.5601,-260.983,1.26769665351252,103.791639769982,365562.426532217,140150.165979823,,316.5601,-255.911,1.26773604240902,103.791663124058,365565.027237682,140154.51941903
TB2_00_36,316.5601,-258.077,1.26771922136216,103.791653150688,365563.916605177,140152.660280765,,316.5601,-260.917,1.2676971660652,103.791640073879,365562.460374204,140150.222629466,,316.5601,-267.513,1.26764594186116,103.791609702531,365559.078226543,140144.561098404,,316.5601,-262.441,1.26768533075793,103.791633056606,365561.678931956,140148.914537704
TB2_00_37,316.5601,-264.635999999999,1.26766828449841,103.791622949706,365560.553429512,140147.030507889,,316.5601,-267.475999999999,1.2676462292013,103.791609872898,365559.097198566,140144.592856538,,316.5601,-274.071999999999,1.26759500499694,103.79157950155,365555.715050968,140138.931325352,,316.5601,-268.999999999999,1.26763439389396,103.791602855625,365558.315756331,140143.284764746
TB2_00_38,316.5601,-271.45,1.26761536731715,103.791591574575,365557.059500779,140141.181861263,,316.5601,-274.289999999999,1.26759331201989,103.791578497767,365555.603269864,140138.744209856,,316.5601,-280.885999999999,1.26754208781517,103.791548126421,365552.221122336,140133.082678544,,316.5601,-275.813999999999,1.26758147671246,103.791571480494,365554.821827647,140137.436118036
TB2_00_39,316.5601,-277.3,1.26756993651111,103.791564638193,365554.05987021,140136.160642672,,316.5601,-280.14,1.26754788121372,103.791551561385,365552.603639321,140133.722991218,,316.5601,-286.736,1.2674966570087,103.79152119004,365549.221491853,140128.061459797,,316.5601,-281.664,1.26753604590623,103.791544544113,365551.82219712,140132.414899373
TB2_11_1,276.22,-29.04,1.26968486291976,103.792396495262,365646.732049587,140369.933758589,,276.22,-31.88,1.26966280762638,103.792383418438,365645.275817296,140367.496108956,,276.22,-38.476,1.26961158343067,103.792353047052,365641.893666579,140361.834581763,,276.22,-33.4039999999999,1.26965097232103,103.792376401156,365644.494374342,140366.188018087
TB2_11_2,276.22,-35.542,1.26963436872335,103.792366556701,365643.398098077,140364.35291422,,276.22,-38.382,1.26961231342983,103.792353479877,365641.941865819,140361.915264534,,276.22,-44.978,1.26956108923378,103.792323108493,365638.559715168,140356.253737219,,276.22,-39.906,1.2696004781244,103.792346462595,365641.160422878,140360.607173637
TB2_11_3,276.22,-42.05,1.26958382793092,103.792336590514,365640.061070088,140358.766919766,,276.22,-44.89,1.26956177263725,103.79232351369,365638.604837859,140356.329270028,,276.22,-51.486,1.26951054844087,103.792293142308,365635.222687273,140350.667742592,,276.22,-46.414,1.26954993733175,103.792316496409,365637.823394932,140355.021179103
TB2_11_4,276.22,-48.609,1.26953289107478,103.792306389498,365636.697891516,140353.137150496,,276.22,-51.449,1.26951083578097,103.792293312675,365635.241659313,140350.699500705,,276.22,-58.045,1.26945961158425,103.792262941293,365631.859508793,140345.037973146,,276.22,-52.973,1.26949900047539,103.792286295394,365634.460216402,140349.391409752
TB2_11_5,276.22,-55.1389999999999,1.26948217943081,103.792276322014,365633.349582983,140347.532272599,,276.22,-57.979,1.26946012413686,103.792263245191,365631.893350809,140345.094622756,,276.22,-64.575,1.2694088999398,103.792232873811,365628.511200355,140339.433095075,,276.22,-59.503,1.2694482888312,103.79225622791,365631.111907915,140343.786531774
TB2_11_6,276.22,-61.698,1.26943124257401,103.792246121,365629.986404541,140341.902503086,,276.22,-64.538,1.2694091872799,103.792233044178,365628.530172396,140339.46485319,,276.22,-71.134,1.26935796308251,103.792202672798,365625.148022006,140333.803325387,,276.22,-66.062,1.26939735197417,103.792226026897,365627.748729516,140338.15676218
TB2_11_7,276.22,-68.22,1.26938059305696,103.792216090354,365626.642198199,140336.304491566,,276.22,-71.06,1.26935853776271,103.792203013533,365625.185966083,140333.866841618,,276.22,-77.656,1.26930731356499,103.792172642154,365621.803815762,140328.205313693,,276.22,-72.584,1.2693467024569,103.792195996252,365624.404523219,140332.55875058
TB2_11_8,276.22,-74.779,1.26932965619948,103.792185889343,365623.27901989,140330.67472181,,276.22,-77.619,1.26930760090509,103.792172812521,365621.822787798,140328.23707181,,276.22,-84.215,1.26925637670702,103.792142441145,365618.440637546,140322.575543762,,276.22,-79.143,1.2692957655992,103.792165795241,365621.04134495,140326.928980744
